Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE223,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE224,    4.44243,   -48.10, 1.68459E-011,    20.96, 4.54747E-013,   180.00,          0,     0.00,    4.44243,   -48.10,    4.44243,   131.90, 1.68459E-011,  -159.04, 4.54747E-013,     0.00,          0,     0.00,    4.44243,   131.90
Line.LINE225, 2.60313E-010,    26.57,    8.88417,  -168.26, 1.64636E-010,   -45.00,          0,     0.00,    8.88417,  -168.26, 2.60313E-010,  -153.43,    8.88417,    11.74, 1.64636E-010,   135.00,          0,     0.00,    8.88417,    11.74
Line.LINE226, 6.14369E-010,   -42.00, 2.21177E-010,  -174.34,    4.42038,    71.81,          0,     0.00,    4.42038,    71.81, 6.14369E-010,   138.00, 2.21177E-010,     5.66,    4.42038,  -108.19,          0,     0.00,    4.42038,  -108.19
Line.LINE227,    4.44782,   -48.08, 8.85736E-010,  -176.00, 9.31777E-010,    88.21,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 8.85736E-010,     4.00, 9.31777E-010,   -91.79,          0,     0.00,    4.44782,   131.92
Line.LINE228, 3.4377E-009,    61.70, 6.05807E-009,    87.80, 1.02868E-008,    95.19,          0,     0.00, 1.93474E-008,    87.24, 3.4377E-009,  -118.30, 6.05807E-009,   -92.20, 1.02868E-008,   -84.81,          0,     0.00, 1.93474E-008,   -92.76
Line.LINE229, 5.65891E-010,   -26.13, 3.52585E-010,     8.16,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 5.65891E-010,   153.87, 3.52585E-010,  -171.84,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE230, 1.91754E-010,    -1.63,    8.89086,  -168.26, 1.28075E-009,    89.02,          0,     0.00,    8.89086,  -168.26, 1.91754E-010,   178.37,    8.89086,    11.74, 1.28075E-009,   -90.98,          0,     0.00,    8.89086,    11.74
Line.LINE231,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE232, 1.53755E-012,  -167.18,    8.88417,  -168.26, 2.54699E-011,    88.98,          0,     0.00,    8.88417,  -168.26, 1.53755E-012,    12.82,    8.88417,    11.74, 2.54699E-011,   -91.02,          0,     0.00,    8.88417,    11.74
Line.LINE233, 4.97326E-010,   -20.56, 1.30156E-010,    26.57, 5.20625E-010,   116.57,          0,     0.00, 4.93908E-010,    45.00, 4.97326E-010,   159.44, 1.30156E-010,  -153.43, 5.20625E-010,   -63.43,          0,     0.00, 4.93908E-010,  -135.00
Line.LINE234, 2.91447E-010,    24.33, 5.42059E-010,  -159.98,    4.42038,    71.81,          0,     0.00,    4.42038,    71.81, 2.91447E-010,  -155.67, 5.42059E-010,    20.02,    4.42038,  -108.19,          0,     0.00,    4.42038,  -108.19
Line.LINE235,    4.44782,   -48.08, 1.69471E-010,    20.09, 2.91038E-011,   180.00,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.69471E-010,  -159.91, 2.91038E-011,     0.00,          0,     0.00,    4.44782,   131.92
Line.LINE236, 4.21674E-009,    96.34, 7.95722E-009,    69.44, 1.02445E-008,    90.00,          0,     0.00, 2.20096E-008,    83.93, 4.21674E-009,   -83.66, 7.95722E-009,  -110.56, 1.02445E-008,   -90.00,          0,     0.00, 2.20096E-008,   -96.07
Line.LINE237, 3.06136E-010,   -36.88, 6.20276E-010,    10.30,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 3.06136E-010,   143.12, 6.20276E-010,  -169.70,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE238, 1.72464E-010,    19.72,    8.89086,  -168.26, 9.31323E-010,    90.00,          0,     0.00,    8.89086,  -168.26, 1.72464E-010,  -160.28,    8.89086,    11.74, 9.31323E-010,   -90.00,          0,     0.00,    8.89086,    11.74
Line.LINE239,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE240, 8.06381E-012,  -151.36,    8.88417,  -168.26, 2.91038E-011,    90.00,          0,     0.00,    8.88417,  -168.26, 8.06381E-012,    28.64,    8.88417,    11.74, 2.91038E-011,   -90.00,          0,     0.00,    8.88417,    11.74
Line.LINE241, 1.68328E-010,   -22.89, 1.24133E-010,    94.83,    4.42038,    71.81,          0,     0.00,    4.42038,    71.81, 1.68328E-010,   157.11, 1.24133E-010,   -85.17,    4.42038,  -108.19,          0,     0.00,    4.42038,  -108.19
Line.LINE242,    4.44782,   -48.08, 1.66485E-010,   -56.14, 9.35406E-010,    95.36,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.66485E-010,   123.86, 9.35406E-010,   -84.64,          0,     0.00,    4.44782,   131.92
Line.LINE243, 6.61829E-009,    50.71, 6.43978E-009,   102.53, 6.51926E-009,    90.00,          0,     0.00, 1.81444E-008,    81.14, 6.61829E-009,  -129.29, 6.43978E-009,   -77.47, 6.51926E-009,   -90.00,          0,     0.00, 1.81444E-008,   -98.86
Line.LINE244, 4.97444E-010,   -35.55, 7.02634E-010,    23.82,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 4.97444E-010,   144.45, 7.02634E-010,  -156.18,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE245, 1.37992E-010,   -30.72,    8.89086,  -168.26, 1.19332E-009,    89.39,          0,     0.00,    8.89086,  -168.26, 1.37992E-010,   149.28,    8.89086,    11.74, 1.19332E-009,   -90.61,          0,     0.00,    8.89086,    11.74
Line.LINE246,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE247, 4.25083E-012,  -156.35,    4.44208,  -168.26, 4.54747E-013,   180.00,          0,     0.00,    4.44208,  -168.26, 4.25083E-012,    23.65,    4.44208,    11.74, 4.54747E-013,     0.00,          0,     0.00,    4.44208,    11.74
Line.LINE248, 4.25083E-012,  -156.35,    4.44208,  -168.26, 4.54747E-013,   180.00,          0,     0.00,    4.44208,  -168.26, 4.25083E-012,    23.65,    4.44208,    11.74, 4.54747E-013,     0.00,          0,     0.00,    4.44208,    11.74
Line.LINE249, 2.09374E-010,   -29.68, 1.3765E-011,  -112.33,    4.42038,    71.81,          0,     0.00,    4.42038,    71.81, 2.09374E-010,   150.32, 1.3765E-011,    67.67,    4.42038,  -108.19,          0,     0.00,    4.42038,  -108.19
Line.LINE250,    4.44782,   -48.08, 2.41057E-010,    39.34, 1.16415E-010,     0.00,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 2.41057E-010,  -140.66, 1.16415E-010,   180.00,          0,     0.00,    4.44782,   131.92
Line.LINE251, 4.39304E-009,    32.01, 6.61829E-009,   129.29, 6.2475E-009,    63.43,          0,     0.00, 1.32448E-008,    79.88, 4.39304E-009,  -147.99, 6.61829E-009,   -50.71, 6.2475E-009,  -116.57,          0,     0.00, 1.32448E-008,  -100.12
Line.LINE252, 3.9145E-010,   -40.58, 7.43014E-010,    20.34,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 3.9145E-010,   139.42, 7.43014E-010,  -159.66,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE253, 1.43406E-010,   -30.49,    8.89086,  -168.26, 1.22238E-009,    89.66,          0,     0.00,    8.89086,  -168.26, 1.43406E-010,   149.51,    8.89086,    11.74, 1.22238E-009,   -90.34,          0,     0.00,    8.89086,    11.74
Line.LINE254,    4.45966,   -48.06, 1.34508E-010,   161.01, 1.85501E-010,  -115.56,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 1.34508E-010,   -18.99, 1.85501E-010,    64.44,          0,     0.00,    4.45966,   131.94
Line.LINE255,    62.7107,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     12.052,   -67.45,    62.7107,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     12.052,   112.55
Line.LINE256, 2.19872E-011,    21.86, 3.1324E-011,    -0.83,    4.42038,    71.81,          0,     0.00,    4.42038,    71.81, 2.19872E-011,  -158.14, 3.1324E-011,   179.17,    4.42038,  -108.19,          0,     0.00,    4.42038,  -108.19
Line.LINE257,    4.44782,   -48.08, 6.41653E-010,  -161.49, 4.6657E-010,   -93.58,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 6.41653E-010,    18.51, 4.6657E-010,    86.42,          0,     0.00,    4.44782,   131.92
Line.LINE258, 3.39007E-009,   -15.95, 5.10637E-009,   155.77, 5.96337E-009,    51.34,          0,     0.00, 6.26916E-009,    68.20, 3.39007E-009,   164.05, 5.10637E-009,   -24.23, 5.96337E-009,  -128.66,          0,     0.00, 6.26916E-009,  -111.80
Line.LINE259, 4.46739E-010,   -29.89, 7.81832E-010,    21.35,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 4.46739E-010,   150.11, 7.81832E-010,  -158.65,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE260, 2.3899E-010,    22.37,    8.89086,  -168.26, 1.16415E-009,    90.00,          0,     0.00,    8.89086,  -168.26, 2.3899E-010,  -157.63,    8.89086,    11.74, 1.16415E-009,   -90.00,          0,     0.00,    8.89086,    11.74
Line.LINE261,    4.45966,   -48.06, 6.48291E-011,   107.45, 1.96888E-010,  -117.51,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 6.48291E-011,   -72.55, 1.96888E-010,    62.49,          0,     0.00,    4.45966,   131.94
Line.LINE262,    62.7107,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     12.052,   -67.45,    62.7107,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     12.052,   112.55
Line.LINE263, 9.48557E-012,   -14.58, 4.655E-012,   155.47,    4.42038,    71.81,          0,     0.00,    4.42038,    71.81, 9.48557E-012,   165.42, 4.655E-012,   -24.53,    4.42038,  -108.19,          0,     0.00,    4.42038,  -108.19
Line.LINE264,    4.44782,   -48.08, 2.30634E-010,  -115.96, 2.36888E-010,  -100.62,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 2.30634E-010,    64.04, 2.36888E-010,    79.38,          0,     0.00,    4.44782,   131.92
Line.LINE265, 1.41625E-009,    -9.46, 1.67897E-009,    56.31, 3.35793E-009,    56.31,          0,     0.00, 5.76462E-009,    43.36, 1.41625E-009,   170.54, 1.67897E-009,  -123.69, 3.35793E-009,  -123.69,          0,     0.00, 5.76462E-009,  -136.64
Line.LINE266, 4.73887E-010,   -37.61, 8.69128E-010,    17.23,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 4.73887E-010,   142.39, 8.69128E-010,  -162.77,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE267, 1.5646E-011,   104.89,    4.44553,  -168.26,          0,     0.00,          0,     0.00,    4.44553,  -168.26, 1.5646E-011,   -75.11,    4.44553,    11.74,          0,     0.00,          0,     0.00,    4.44553,    11.74
Line.LINE268, 7.96743E-011,   -36.41,    4.44533,  -168.26, 4.65889E-010,    91.79,          0,     0.00,    4.44533,  -168.26, 7.96743E-011,   143.59,    4.44533,    11.74, 4.65889E-010,   -88.21,          0,     0.00,    4.44533,    11.74
Line.LINE269,    4.45966,   -48.06, 2.64224E-010,  -172.09, 1.41274E-010,  -124.51,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 2.64224E-010,     7.91, 1.41274E-010,    55.49,          0,     0.00,    4.45966,   131.94
Line.LINE270, 4.68333E-010,   -29.86, 4.01651E-010,  -148.40,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 4.68333E-010,   150.14, 4.01651E-010,    31.60,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE271,    62.7107,   -47.98,    53.6681,  -168.30,     44.337,    71.84,          0,     0.00,    15.6771,   -78.07,    62.7107,   132.02,    53.6681,    11.70,     44.337,  -108.16,          0,     0.00,    15.6771,   101.93
Line.LINE272,    4.44782,   -48.08, 5.56094E-010,    25.58, 1.45519E-011,   180.00,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 5.56094E-010,  -154.42, 1.45519E-011,     0.00,          0,     0.00,    4.44782,   131.92
Line.LINE273, 7.36275E-010,   161.57, 6.98492E-010,   180.00, 9.31323E-010,     0.00,          0,     0.00, 5.20625E-010,   153.43, 7.36275E-010,   -18.43, 6.98492E-010,     0.00, 9.31323E-010,   180.00,          0,     0.00, 5.20625E-010,   -26.57
Line.LINE274, 4.81414E-010,   -40.25, 7.19473E-010,    16.75,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 4.81414E-010,   139.75, 7.19473E-010,  -163.25,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE275, 1.41043E-011,  -171.66,    4.44553,  -168.26, 9.09495E-013,   180.00,          0,     0.00,    4.44553,  -168.26, 1.41043E-011,     8.34,    4.44553,    11.74, 9.09495E-013,     0.00,          0,     0.00,    4.44553,    11.74
Line.LINE276, 1.05894E-010,  -111.94,    4.44533,  -168.26, 4.6657E-010,    86.42,          0,     0.00,    4.44533,  -168.26, 1.05894E-010,    68.06,    4.44533,    11.74, 4.6657E-010,   -93.58,          0,     0.00,    4.44533,    11.74
Line.LINE277,    4.45966,   -48.06, 4.23825E-010,  -163.80, 2.39996E-010,  -104.04,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 4.23825E-010,    16.20, 2.39996E-010,    75.96,          0,     0.00,    4.45966,   131.94
Line.LINE278, 5.88701E-010,   -35.95, 5.61741E-010,  -154.08,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 5.88701E-010,   144.05, 5.61741E-010,    25.92,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE279,    62.7107,   -47.98,    53.6681,  -168.30,     44.337,    71.84,          0,     0.00,    15.6771,   -78.07,    62.7107,   132.02,    53.6681,    11.70,     44.337,  -108.16,          0,     0.00,    15.6771,   101.93
Line.LINE280,    4.44782,   -48.08, 2.47837E-011,  -146.60, 5.83212E-011,    86.42,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 2.47837E-011,    33.40, 5.83212E-011,   -93.58,          0,     0.00,    4.44782,   131.92
Line.LINE281, 4.19741E-010,   146.31, 4.65661E-010,    90.00, 4.65661E-010,   180.00,          0,     0.00, 1.0733E-009,   139.40, 4.19741E-010,   -33.69, 4.65661E-010,   -90.00, 4.65661E-010,     0.00,          0,     0.00, 1.0733E-009,   -40.60
Line.LINE282, 4.8596E-010,   -28.63, 2.46954E-010,    45.00,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 4.8596E-010,   151.37, 2.46954E-010,  -135.00,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE283, 2.37015E-010,   -29.42,    4.44533,  -168.26, 1.45519E-011,     0.00,          0,     0.00,    4.44533,  -168.26, 2.37015E-010,   150.58,    4.44533,    11.74, 1.45519E-011,   180.00,          0,     0.00,    4.44533,    11.74
Line.LINE284,    4.45966,   -48.06, 3.25819E-010,  -160.77, 1.86497E-010,  -110.56,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.25819E-010,    19.23, 1.86497E-010,    69.44,          0,     0.00,    4.45966,   131.94
Line.LINE285, 4.56383E-010,   -22.00, 5.4492E-010,  -158.25,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 4.56383E-010,   158.00, 5.4492E-010,    21.75,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE286,    31.3571,   -47.97,    17.8829,  -168.34,    8.85429,    71.85,          0,     0.00,    19.5168,   -71.36,    31.3571,   132.03,    17.8829,    11.66,    8.85429,  -108.15,          0,     0.00,    19.5168,   108.64
Line.LINE287,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE288,    4.44782,   -48.08, 2.01859E-012,   -73.22, 1.45519E-011,    90.00,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 2.01859E-012,   106.78, 1.45519E-011,   -90.00,          0,     0.00,    4.44782,   131.92
Line.LINE289, 1.16415E-010,    90.00, 2.32831E-010,   180.00, 3.29272E-010,   135.00,          0,     0.00, 5.82077E-010,   143.13, 1.16415E-010,   -90.00, 2.32831E-010,     0.00, 3.29272E-010,   -45.00,          0,     0.00, 5.82077E-010,   -36.87
Line.LINE290, 2.04337E-010,   152.14, 8.55675E-011,  -163.32,     4.4239,    71.82,          0,     0.00,     4.4239,    71.82, 2.04337E-010,   -27.86, 8.55675E-011,    16.68,     4.4239,  -108.18,          0,     0.00,     4.4239,  -108.18
Line.LINE291, 4.25379E-010,   -16.90, 4.18166E-010,    -1.99,    4.42355,    71.82,          0,     0.00,    4.42355,    71.82, 4.25379E-010,   163.10, 4.18166E-010,   178.01,    4.42355,  -108.18,          0,     0.00,    4.42355,  -108.18
Line.LINE292, 3.85591E-010,   166.36,    4.44533,  -168.26, 1.45519E-011,     0.00,          0,     0.00,    4.44533,  -168.26, 3.85591E-010,   -13.64,    4.44533,    11.74, 1.45519E-011,   180.00,          0,     0.00,    4.44533,    11.74
Line.LINE293,    4.45966,   -48.06, 3.95213E-010,  -165.20, 2.41864E-010,  -105.71,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.95213E-010,    14.80, 2.41864E-010,    74.29,          0,     0.00,    4.45966,   131.94
Line.LINE294, 6.15979E-010,   -28.58, 4.54943E-010,  -139.48,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 6.15979E-010,   151.42, 4.54943E-010,    40.52,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE295,    31.3571,   -47.97,    17.8829,  -168.34,    8.85429,    71.85,          0,     0.00,    19.5168,   -71.36,    31.3571,   132.03,    17.8829,    11.66,    8.85429,  -108.15,          0,     0.00,    19.5168,   108.64
Line.LINE296,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE297, 1.54411E-010,   165.68, 1.93885E-010,  -175.43,     4.4239,    71.82,          0,     0.00,     4.4239,    71.82, 1.54411E-010,   -14.32, 1.93885E-010,     4.57,     4.4239,  -108.18,          0,     0.00,     4.4239,  -108.18
Line.LINE298, 4.43208E-010,   -46.25, 3.25147E-010,  -139.54,    4.42355,    71.82,          0,     0.00,    4.42355,    71.82, 4.43208E-010,   133.75, 3.25147E-010,    40.46,    4.42355,  -108.18,          0,     0.00,    4.42355,  -108.18
Line.LINE299, 2.46129E-010,   -25.38,    4.44533,  -168.26, 2.91038E-011,   180.00,          0,     0.00,    4.44533,  -168.26, 2.46129E-010,   154.62,    4.44533,    11.74, 2.91038E-011,     0.00,          0,     0.00,    4.44533,    11.74
Line.LINE300,    4.45966,   -48.06, 3.45586E-010,  -168.62, 4.73776E-010,  -100.62,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.45586E-010,    11.38, 4.73776E-010,    79.38,          0,     0.00,    4.45966,   131.94
Line.LINE301, 7.00012E-010,   -30.73, 4.76345E-010,  -149.41,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 7.00012E-010,   149.27, 4.76345E-010,    30.59,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE302,    31.3571,   -47.97,    17.8829,  -168.34,    8.85429,    71.85,          0,     0.00,    19.5168,   -71.36,    31.3571,   132.03,    17.8829,    11.66,    8.85429,  -108.15,          0,     0.00,    19.5168,   108.64
Line.LINE303,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE304, 8.96859E-011,   -26.50, 5.90231E-011,  -133.60,     4.4239,    71.82,          0,     0.00,     4.4239,    71.82, 8.96859E-011,   153.50, 5.90231E-011,    46.40,     4.4239,  -108.18,          0,     0.00,     4.4239,  -108.18
Line.LINE305, 3.42889E-010,   145.05, 2.76608E-010,   -91.70,    4.42355,    71.82,          0,     0.00,    4.42355,    71.82, 3.42889E-010,   -34.95, 2.76608E-010,    88.30,    4.42355,  -108.18,          0,     0.00,    4.42355,  -108.18
Line.LINE306, 3.16662E-011,   167.56,    4.44533,  -168.26, 2.99995E-011,  -104.04,          0,     0.00,    4.44533,  -168.26, 3.16662E-011,   -12.44,    4.44533,    11.74, 2.99995E-011,    75.96,          0,     0.00,    4.44533,    11.74
Line.LINE307,    4.45966,   -48.06, 4.66151E-010,  -160.75, 7.04867E-010,   -97.71,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 4.66151E-010,    19.25, 7.04867E-010,    82.29,          0,     0.00,    4.45966,   131.94
Line.LINE308, 6.86767E-010,   -33.25, 6.26463E-010,  -146.52,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 6.86767E-010,   146.75, 6.26463E-010,    33.48,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE309,    31.3571,   -47.97,    17.8829,  -168.34,    8.85429,    71.85,          0,     0.00,    19.5168,   -71.36,    31.3571,   132.03,    17.8829,    11.66,    8.85429,  -108.15,          0,     0.00,    19.5168,   108.64
Line.LINE310,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE311, 2.17377E-011,    52.65, 3.11861E-011,   138.99,     4.4239,    71.82,          0,     0.00,     4.4239,    71.82, 2.17377E-011,  -127.35, 3.11861E-011,   -41.01,     4.4239,  -108.18,          0,     0.00,     4.4239,  -108.18
Line.LINE312, 2.44646E-010,  -171.45, 3.45848E-010,  -170.92,    4.42355,    71.82,          0,     0.00,    4.42355,    71.82, 2.44646E-010,     8.55, 3.45848E-010,     9.08,    4.42355,  -108.18,          0,     0.00,    4.42355,  -108.18
Line.LINE313, 2.97818E-012,  -113.63,    4.44533,  -168.26, 7.33258E-012,   -97.13,          0,     0.00,    4.44533,  -168.26, 2.97818E-012,    66.37,    4.44533,    11.74, 7.33258E-012,    82.87,          0,     0.00,    4.44533,    11.74
Line.LINE314,    4.45966,   -48.06, 3.02259E-010,  -156.22, 7.6092E-010,   -96.04,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.02259E-010,    23.78, 7.6092E-010,    83.96,          0,     0.00,    4.45966,   131.94
Line.LINE315, 4.63624E-010,   -12.46, 3.65592E-010,  -140.07,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 4.63624E-010,   167.54, 3.65592E-010,    39.93,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE316,    8.93403,   -48.04, 2.07746E-010,     8.56, 8.73122E-010,   -90.24,          0,     0.00,    8.93403,   -48.04,    8.93403,   131.96, 2.07746E-010,  -171.44, 8.73122E-010,    89.76,          0,     0.00,    8.93403,   131.96
Line.LINE317,    22.4231,   -47.94,    17.8829,  -168.34,    8.85429,    71.85,          0,     0.00,    11.8522,   -88.71,    22.4231,   132.06,    17.8829,    11.66,    8.85429,  -108.15,          0,     0.00,    11.8522,    91.29
Line.LINE318,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE319, 8.92319E-012,   113.46, 4.8714E-012,   -21.93,     4.4239,    71.82,          0,     0.00,     4.4239,    71.82, 8.92319E-012,   -66.54, 4.8714E-012,   158.07,     4.4239,  -108.18,          0,     0.00,     4.4239,  -108.18
Line.LINE320, 8.5002E-011,   119.93, 8.4793E-011,    22.71,    4.42355,    71.82,          0,     0.00,    4.42355,    71.82, 8.5002E-011,   -60.07, 8.4793E-011,  -157.29,    4.42355,  -108.18,          0,     0.00,    4.42355,  -108.18
Line.LINE321,    4.45966,   -48.06, 2.70051E-010,  -149.66, 9.34755E-010,   -94.91,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 2.70051E-010,    30.34, 9.34755E-010,    85.09,          0,     0.00,    4.45966,   131.94
Line.LINE322, 4.04364E-010,   -27.60, 4.26888E-011,     9.81,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 4.04364E-010,   152.40, 4.26888E-011,  -170.19,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE323,    8.93403,   -48.04, 2.5843E-010,     8.45, 8.00388E-010,   -90.52,          0,     0.00,    8.93403,   -48.04,    8.93403,   131.96, 2.5843E-010,  -171.55, 8.00388E-010,    89.48,          0,     0.00,    8.93403,   131.96
Line.LINE324,    22.4231,   -47.94,    17.8829,  -168.34,    8.85429,    71.85,          0,     0.00,    11.8522,   -88.71,    22.4231,   132.06,    17.8829,    11.66,    8.85429,  -108.15,          0,     0.00,    11.8522,    91.29
Line.LINE325,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE326, 3.1434E-011,   144.64, 1.17258E-011,  -137.26,    4.42355,    71.82,          0,     0.00,    4.42355,    71.82, 3.1434E-011,   -35.36, 1.17258E-011,    42.74,    4.42355,  -108.18,          0,     0.00,    4.42355,  -108.18
Line.LINE327,    4.45966,   -48.06, 3.64126E-010,  -156.44, 8.19571E-010,   -96.12,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.64126E-010,    23.56, 8.19571E-010,    83.88,          0,     0.00,    4.45966,   131.94
Line.LINE328, 1.75997E-010,     0.59, 9.59517E-011,     0.00,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 1.75997E-010,  -179.41, 9.59517E-011,   180.00,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE329,    8.93403,   -48.04, 2.07898E-010,     3.39, 8.1494E-010,   -90.51,          0,     0.00,    8.93403,   -48.04,    8.93403,   131.96, 2.07898E-010,  -176.61, 8.1494E-010,    89.49,          0,     0.00,    8.93403,   131.96
Line.LINE330, 1.97179E-012,   -78.57, 6.0942E-012,  -159.24,    4.42826,    71.85,          0,     0.00,    4.42826,    71.85, 1.97179E-012,   101.43, 6.0942E-012,    20.76,    4.42826,  -108.15,          0,     0.00,    4.42826,  -108.15
Line.LINE331,    22.4231,   -47.94,    17.8829,  -168.34,    4.42602,    71.85,          0,     0.00,    16.0958,   -93.97,    22.4231,   132.06,    17.8829,    11.66,    4.42602,  -108.15,          0,     0.00,    16.0958,    86.03
