Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE595, 8.51629E-011,  -160.02, 1.64636E-010,   -45.00,    4.42602,    71.85,          0,     0.00,    4.42602,    71.85, 8.51629E-011,    19.98, 1.64636E-010,   135.00,    4.42602,  -108.15,          0,     0.00,    4.42602,  -108.15
Line.LINE596, 3.87507E-009,   -32.74, 1.79691E-009,  -114.90, 2.80365E-009,    85.24,          0,     0.00, 2.88994E-009,   -18.80, 3.87507E-009,   147.26, 1.79691E-009,    65.10, 2.80365E-009,   -94.76,          0,     0.00, 2.88994E-009,   161.20
Line.LINE597, 2.88347E-010,   -43.13,    8.94907,  -168.34, 3.3501E-010,   -92.49,          0,     0.00,    8.94907,  -168.34, 2.88347E-010,   136.87,    8.94907,    11.66, 3.3501E-010,    87.51,          0,     0.00,    8.94907,    11.66
Line.LINE598,    4.48605,   -47.93,  7.74E-011,  -173.93, 1.09139E-011,     0.00,          0,     0.00,    4.48605,   -47.93,    4.48605,   132.07,  7.74E-011,     6.07, 1.09139E-011,   180.00,          0,     0.00,    4.48605,   132.07
Line.LINE599,    4.48113,   -47.96, 1.63345E-010,  -143.03,          0,     0.00,          0,     0.00,    4.48113,   -47.96,    4.48113,   132.04, 1.63345E-010,    36.97,          0,     0.00,          0,     0.00,    4.48113,   132.04
Line.LINE600, 1.92485E-009,   -31.19,    4.46455,  -168.29, 4.87869E-010,   -72.65,          0,     0.00,    4.46455,  -168.29, 1.92485E-009,   148.81,    4.46455,    11.71, 4.87869E-010,   107.35,          0,     0.00,    4.46455,    11.71
Line.LINE601, 1.05879E-011,   151.46, 2.09562E-012,    -9.37,    4.43416,    71.84,          0,     0.00,    4.43416,    71.84, 1.05879E-011,   -28.54, 2.09562E-012,   170.63,    4.43416,  -108.16,          0,     0.00,    4.43416,  -108.16
Line.LINE602,    31.3536,   -47.99,    26.8571,  -168.29,    17.7518,    71.83,          0,     0.00,    11.8839,   -88.94,    31.3536,   132.01,    26.8571,    11.71,    17.7518,  -108.17,          0,     0.00,    11.8839,    91.06
Line.LINE603, 5.86606E-011,   -29.74,    4.47406,  -168.34, 3.33922E-011,   -60.64,          0,     0.00,    4.47406,  -168.34, 5.86606E-011,   150.26,    4.47406,    11.66, 3.33922E-011,   119.36,          0,     0.00,    4.47406,    11.66
Line.LINE604, 2.30086E-011,   -71.57, 1.81899E-011,   143.13,          0,     0.00,          0,     0.00, 1.31169E-011,  -123.69, 2.30086E-011,   108.43, 1.81899E-011,   -36.87,          0,     0.00,          0,     0.00, 1.31169E-011,    56.31
Line.LINE605, 9.09495E-013,   180.00, 1.67703E-011,  -167.47, 1.81899E-011,    53.13,          0,     0.00, 1.26351E-011,   120.26, 9.09495E-013,     0.00, 1.67703E-011,    12.53, 1.81899E-011,  -126.87,          0,     0.00, 1.26351E-011,   -59.74
Line.LINE606, 4.27273E-012,  -138.30, 6.64807E-012,    27.22,    4.42602,    71.85,          0,     0.00,    4.42602,    71.85, 4.27273E-012,    41.70, 6.64807E-012,  -152.78,    4.42602,  -108.15,          0,     0.00,    4.42602,  -108.15
Line.LINE607, 1.07743E-012,  -102.57, 2.06913E-013,    15.95,          0,     0.00,          0,     0.00, 9.95394E-013,   -92.05, 1.07743E-012,    77.43, 2.06913E-013,  -164.05,          0,     0.00,          0,     0.00, 9.95394E-013,    87.95
Line.LINE608, 3.49549E-009,   -39.26, 1.58582E-009,  -132.77, 1.96962E-009,   108.97,          0,     0.00, 1.80819E-009,   -56.82, 3.49549E-009,   140.74, 1.58582E-009,    47.23, 1.96962E-009,   -71.03,          0,     0.00, 1.80819E-009,   123.18
Line.LINE609, 2.42796E-010,   -46.30,    8.94907,  -168.34, 3.78564E-010,   -91.93,          0,     0.00,    8.94907,  -168.34, 2.42796E-010,   133.70,    8.94907,    11.66, 3.78564E-010,    88.07,          0,     0.00,    8.94907,    11.66
Line.LINE610,    4.48605,   -47.93, 2.6379E-012,    71.47,          0,     0.00,          0,     0.00,    4.48605,   -47.93,    4.48605,   132.07, 2.6379E-012,  -108.53,          0,     0.00,          0,     0.00,    4.48605,   132.07
Line.LINE611,    4.48113,   -47.96, 3.08476E-010,    39.56, 2.32831E-010,    90.00,          0,     0.00,    4.48113,   -47.96,    4.48113,   132.04, 3.08476E-010,  -140.44, 2.32831E-010,   -90.00,          0,     0.00,    4.48113,   132.04
Line.LINE612, 1.15343E-009,   -38.65,    4.46455,  -168.29, 2.74565E-010,    57.99,          0,     0.00,    4.46455,  -168.29, 1.15343E-009,   141.35,    4.46455,    11.71, 2.74565E-010,  -122.01,          0,     0.00,    4.46455,    11.71
Line.LINE613, 5.91281E-012,    88.90, 5.39024E-012,   -27.65,    4.43416,    71.84,          0,     0.00,    4.43416,    71.84, 5.91281E-012,   -91.10, 5.39024E-012,   152.35,    4.43416,  -108.16,          0,     0.00,    4.43416,  -108.16
Line.LINE614,    31.3536,   -47.99,    26.8571,  -168.29,    17.7518,    71.83,          0,     0.00,    11.8839,   -88.94,    31.3536,   132.01,    26.8571,    11.71,    17.7518,  -108.17,          0,     0.00,    11.8839,    91.06
Line.LINE615, 2.30086E-011,   -18.43,    4.47406,  -168.34, 7.33258E-012,    97.13,          0,     0.00,    4.47406,  -168.34, 2.30086E-011,   161.57,    4.47406,    11.66, 7.33258E-012,   -82.87,          0,     0.00,    4.47406,    11.66
Line.LINE616, 7.33258E-012,    82.87, 1.45519E-011,   180.00, 1.62695E-011,   -63.43,          0,     0.00, 9.66806E-012,  -131.19, 7.33258E-012,   -97.13, 1.45519E-011,     0.00, 1.62695E-011,   116.57,          0,     0.00, 9.66806E-012,    48.81
Line.LINE617, 7.33258E-012,    82.87, 1.45519E-011,   180.00, 1.62695E-011,   -63.43,          0,     0.00, 9.66806E-012,  -131.19, 7.33258E-012,   -97.13, 1.45519E-011,     0.00, 1.62695E-011,   116.57,          0,     0.00, 9.66806E-012,    48.81
Line.LINE618, 8.43972E-012,    18.86, 8.17444E-012,  -146.20,    4.42602,    71.85,          0,     0.00,    4.42602,    71.85, 8.43972E-012,  -161.14, 8.17444E-012,    33.80,    4.42602,  -108.15,          0,     0.00,    4.42602,  -108.15
Line.LINE619, 2.66041E-009,   -10.08, 1.52788E-009,   -49.64, 1.04774E-009,   180.00,          0,     0.00, 3.03574E-009,   -32.47, 2.66041E-009,   169.92, 1.52788E-009,   130.36, 1.04774E-009,     0.00,          0,     0.00, 3.03574E-009,   147.53
Line.LINE620, 1.66942E-010,   -54.53,    8.94907,  -168.34, 3.49549E-010,   -92.39,          0,     0.00,    8.94907,  -168.34, 1.66942E-010,   125.47,    8.94907,    11.66, 3.49549E-010,    87.61,          0,     0.00,    8.94907,    11.66
Line.LINE621,    4.48113,   -47.96, 8.18927E-011,  -132.86,          0,     0.00,          0,     0.00,    4.48113,   -47.96,    4.48113,   132.04, 8.18927E-011,    47.14,          0,     0.00,          0,     0.00,    4.48113,   132.04
Line.LINE622, 1.21461E-009,   -33.24,    4.46455,  -168.29, 4.97326E-010,    69.44,          0,     0.00,    4.46455,  -168.29, 1.21461E-009,   146.76,    4.46455,    11.71, 4.97326E-010,  -110.56,          0,     0.00,    4.46455,    11.71
Line.LINE623, 3.40387E-010,   -31.90,    4.46664,  -168.29, 3.98936E-011,   -46.85,          0,     0.00,    4.46664,  -168.29, 3.40387E-010,   148.10,    4.46664,    11.71, 3.98936E-011,   133.15,          0,     0.00,    4.46664,    11.71
Line.LINE624,    31.3536,   -47.99,    22.3905,  -168.29,    17.7518,    71.83,          0,     0.00,     11.898,   -67.29,    31.3536,   132.01,    22.3905,    11.71,    17.7518,  -108.17,          0,     0.00,     11.898,   112.71
Line.LINE625, 1.81899E-011,   -36.87,    4.47406,  -168.34, 2.1946E-011,    95.95,          0,     0.00,    4.47406,  -168.34, 1.81899E-011,   143.13,    4.47406,    11.66, 2.1946E-011,   -84.05,          0,     0.00,    4.47406,    11.66
Line.LINE626, 1.45519E-009,     0.00, 1.82219E-009,  -116.57, 2.81571E-009,    97.13,          0,     0.00, 1.19998E-009,    75.96, 1.45519E-009,   180.00, 1.82219E-009,    63.43, 2.81571E-009,   -82.87,          0,     0.00, 1.19998E-009,  -104.04
Line.LINE627, 3.4945E-010,   -45.07,    8.94907,  -168.34, 1.7647E-010,   -98.30,          0,     0.00,    8.94907,  -168.34, 3.4945E-010,   134.93,    8.94907,    11.66, 1.7647E-010,    81.70,          0,     0.00,    8.94907,    11.66
Line.LINE628,    4.48113,   -47.96, 4.17025E-012,   146.96, 9.09495E-013,     0.00,          0,     0.00,    4.48113,   -47.96,    4.48113,   132.04, 4.17025E-012,   -33.04, 9.09495E-013,   180.00,          0,     0.00,    4.48113,   132.04
Line.LINE629, 6.17831E-010,   -59.28,    4.46455,  -168.29, 1.89175E-010,     0.00,          0,     0.00,    4.46455,  -168.29, 6.17831E-010,   120.72,    4.46455,    11.71, 1.89175E-010,   180.00,          0,     0.00,    4.46455,    11.71
Line.LINE630, 3.00543E-010,   -16.71,    4.46664,  -168.29, 1.18444E-010,   -79.38,          0,     0.00,    4.46664,  -168.29, 3.00543E-010,   163.29,    4.46664,    11.71, 1.18444E-010,   100.62,          0,     0.00,    4.46664,    11.71
Line.LINE631,    31.3536,   -47.99,    22.3905,  -168.29,    17.7518,    71.83,          0,     0.00,     11.898,   -67.29,    31.3536,   132.01,    22.3905,    11.71,    17.7518,  -108.17,          0,     0.00,     11.898,   112.71
Line.LINE632, 2.05795E-011,   -45.00,    4.47406,  -168.34, 2.91038E-011,    90.00,          0,     0.00,    4.47406,  -168.34, 2.05795E-011,   135.00,    4.47406,    11.66, 2.91038E-011,   -90.00,          0,     0.00,    4.47406,    11.66
Line.LINE633, 1.52788E-009,   -17.74, 2.92258E-009,  -134.19, 1.09826E-009,   122.01,          0,     0.00, 2.00288E-009,  -125.54, 1.52788E-009,   162.26, 2.92258E-009,    45.81, 1.09826E-009,   -57.99,          0,     0.00, 2.00288E-009,    54.46
Line.LINE634, 3.78299E-010,   -32.09,    8.94907,  -168.34, 2.91856E-010,   -94.29,          0,     0.00,    8.94907,  -168.34, 3.78299E-010,   147.91,    8.94907,    11.66, 2.91856E-010,    85.71,          0,     0.00,    8.94907,    11.66
Line.LINE635, 4.259E-010,   -44.98,    4.46455,  -168.29, 4.99928E-010,    68.66,          0,     0.00,    4.46455,  -168.29, 4.259E-010,   135.02,    4.46455,    11.71, 4.99928E-010,  -111.34,          0,     0.00,    4.46455,    11.71
Line.LINE636, 1.61748E-010,   -39.87,    4.46664,  -168.29, 2.34643E-010,    82.87,          0,     0.00,    4.46664,  -168.29, 1.61748E-010,   140.13,    4.46664,    11.71, 2.34643E-010,   -97.13,          0,     0.00,    4.46664,    11.71
Line.LINE637,    31.3536,   -47.99,    22.3905,  -168.29,    17.7518,    71.83,          0,     0.00,     11.898,   -67.29,    31.3536,   132.01,    22.3905,    11.71,    17.7518,  -108.17,          0,     0.00,     11.898,   112.71
Line.LINE638, 5.14488E-012,  -135.00,    4.47406,  -168.34, 4.54747E-013,     0.00,          0,     0.00,    4.47406,  -168.34, 5.14488E-012,    45.00,    4.47406,    11.66, 4.54747E-013,   180.00,          0,     0.00,    4.47406,    11.66
Line.LINE639, 1.62981E-009,     0.00, 1.01655E-009,   -66.37, 5.82077E-010,   180.00,          0,     0.00, 1.7277E-009,   -32.62, 1.62981E-009,   180.00, 1.01655E-009,   113.63, 5.82077E-010,     0.00,          0,     0.00, 1.7277E-009,   147.38
Line.LINE640, 4.21142E-010,   -36.86,    8.94907,  -168.34, 2.05795E-010,   -98.13,          0,     0.00,    8.94907,  -168.34, 4.21142E-010,   143.14,    8.94907,    11.66, 2.05795E-010,    81.87,          0,     0.00,    8.94907,    11.66
Line.LINE641, 3.52275E-010,   -78.84,    4.46455,  -168.29, 7.25592E-010,    74.29,          0,     0.00,    4.46455,  -168.29, 3.52275E-010,   101.16,    4.46455,    11.71, 7.25592E-010,  -105.71,          0,     0.00,    4.46455,    11.71
Line.LINE642, 1.06324E-010,  -165.64,    4.46664,  -168.29, 7.27596E-012,     0.00,          0,     0.00,    4.46664,  -168.29, 1.06324E-010,    14.36,    4.46664,    11.71, 7.27596E-012,   180.00,          0,     0.00,    4.46664,    11.71
Line.LINE643,    31.3536,   -47.99,    22.3905,  -168.29,    17.7518,    71.83,          0,     0.00,     11.898,   -67.29,    31.3536,   132.01,    22.3905,    11.71,    17.7518,  -108.17,          0,     0.00,     11.898,   112.71
Line.LINE644, 1.67897E-009,   -33.69, 1.30156E-009,  -116.57, 9.59985E-010,   104.04,          0,     0.00, 1.30156E-009,   -63.43, 1.67897E-009,   146.31, 1.30156E-009,    63.43, 9.59985E-010,   -75.96,          0,     0.00, 1.30156E-009,   116.57
Line.LINE645, 4.84492E-010,   -38.00,    8.94907,  -168.34, 2.93303E-010,   -97.13,          0,     0.00,    8.94907,  -168.34, 4.84492E-010,   142.00,    8.94907,    11.66, 2.93303E-010,    82.87,          0,     0.00,    8.94907,    11.66
Line.LINE646, 4.64327E-010,   -51.22,    4.46455,  -168.29, 6.09836E-010,    72.65,          0,     0.00,    4.46455,  -168.29, 4.64327E-010,   128.78,    4.46455,    11.71, 6.09836E-010,  -107.35,          0,     0.00,    4.46455,    11.71
Line.LINE647, 5.81544E-011,   117.92,    4.46664,  -168.29, 2.93303E-011,   -82.87,          0,     0.00,    4.46664,  -168.29, 5.81544E-011,   -62.08,    4.46664,    11.71, 2.93303E-011,    97.13,          0,     0.00,    4.46664,    11.71
Line.LINE648,    31.3536,   -47.99,    22.3905,  -168.29,    17.7518,    71.83,          0,     0.00,     11.898,   -67.29,    31.3536,   132.01,    22.3905,    11.71,    17.7518,  -108.17,          0,     0.00,     11.898,   112.71
Line.LINE649, 1.91997E-009,    14.04, 2.39714E-009,  -150.95, 1.5134E-009,   112.62,          0,     0.00, 1.0733E-009,   139.40, 1.91997E-009,  -165.96, 2.39714E-009,    29.05, 1.5134E-009,   -67.38,          0,     0.00, 1.0733E-009,   -40.60
Line.LINE650, 1.47541E-010,   -74.08,    8.94907,  -168.34, 4.65661E-010,    90.00,          0,     0.00,    8.94907,  -168.34, 1.47541E-010,   105.92,    8.94907,    11.66, 4.65661E-010,   -90.00,          0,     0.00,    8.94907,    11.66
